"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Dcaf4",6.64390483061368e-11,2.28251306444216,0.125,0.204,9.95124065529317e-07
"Hhipl1",2.54901486304868e-45,2.28192690619773,0.146,0.01,3.81791446187431e-41
"Polr1d",2.37106906126093e-23,-2.28191892376825,0.178,0.415,3.55138723995662e-19
"Cycs",3.78571990581133e-10,-2.28173761523537,0.119,0.293,5.67025127492421e-06
"Sec14l2",3.81920048048076e-22,2.28092259850945,0.12,0.02,5.72039847966408e-18
"Gadd45a",3.96669133927104e-28,-2.2802078546019,0.079,0.281,5.94131028796016e-24
"Ilf2",4.94185064045531e-17,2.2800686275502,0.285,0.178,7.40190388927396e-13
"Thap8",0.156119748659952,-2.27949062667851,0.106,0.164,1
"Slc16a1",0.00685144800990062,-2.27922234719317,0.087,0.104,1
"Fsd1l",6.98516492576448e-32,2.27851113436214,0.258,0.08,1.046238002581e-27
"Kantr",1.01578248035815e-69,2.27818299121556,0.448,0.145,1.52143899908043e-65
"1810024B03Rik",1.21109095014157e-46,-2.27776618267062,0.063,0.291,1.81397202512204e-42
"Lipc",0.000132912559328961,-2.27707634049145,0.463,0.312,1
"Lin54",0.0326442719194549,2.27587815536144,0.178,0.21,1
"Kcnq1ot1",9.35492707013357e-136,2.2750177612853,0.606,0.146,1.40118097656461e-131
"Lrwd1",8.66284686870703e-05,2.27491934207962,0.302,0.266,1
"Slc5a3",1.83500457182369e-26,2.27443910048723,0.361,0.176,2.74846984767752e-22
"Pparg",9.33309610546376e-08,2.27418743057656,0.028,0.106,0.00139791113467636
"Gnptab",2.33660847092436e-12,-2.27389271010066,0.163,0.242,3.49977216775051e-08
"Zfp157",0.0570977799537264,2.27385997623595,0.265,0.299,1
"Snhg16",0.0290486508390452,2.27304720741745,0.276,0.248,1
"Ankrd40",0.00824460267714676,2.27301409741279,0.143,0.183,1
"Coq3",2.9282158472566e-11,-2.27276676251301,0.179,0.31,4.38588169602094e-07
"Casp9",0.257110407480052,-2.27264348240218,0.273,0.276,1
"Zfp296",7.70848115483406e-58,-2.2725011092883,0.104,0.031,1.15457630737105e-53
"Fbxl13",2.17180690405278e-27,2.27126490273748,0.353,0.131,3.25293238089026e-23
"Yif1a",1.90251349268965e-13,2.26965042314745,0.07,0.182,2.84958470935055e-09
"Araf",6.74353626106381e-15,2.26822712325362,0.34,0.212,1.01004686118214e-10
"Ccdc71l",1.63582138142875e-09,-2.26789971549976,0.133,0.287,2.45013326510399e-05
"Trmt2a",3.51824913830654e-05,2.26708392607352,0.437,0.335,0.526963355935553
"Gm20633",2.08043648696737e-84,-2.26707914231224,0.066,0.394,3.11607777017973e-80
"Ppp1r3e",0.120440893349532,2.26705402557501,0.168,0.165,1
"Ndufb1-ps",2.88722551716347e-09,-2.26655804071145,0.175,0.33,4.32448637960744e-05
"Oplah",1.91926799559038e-19,-2.2658118044384,0.153,0.066,2.87467960379527e-15
"Man2c1os",9.47281556310611e-13,-2.26577868196724,0.423,0.246,1.41883831504203e-08
"Zfp932",5.35200425486114e-72,2.26561858954681,0.492,0.191,8.01623197293101e-68
"Dhrs1",2.72430756537395e-14,-2.26544500716222,0.064,0.227,4.0804678714171e-10
"Tm9sf3",1.22532258316302e-23,2.26542108674447,0.336,0.263,1.83528816506156e-19
"Tchp",7.37589217264047e-77,2.26371951930415,0.377,0.104,1.10476112961809e-72
"Iqcd",2.48755241364007e-05,-2.26301624111945,0.152,0.209,0.37258560051501
"Alyref2",1.53922664559738e-25,-2.26277118088311,0.155,0.369,2.30545366977575e-21
"Hunk",1.0721908160023e-14,-2.26157519121942,0.091,0.275,1.60592740420824e-10
"Dcaf1",2.18266630254917e-08,2.26124688497573,0.246,0.18,0.000326919758795814
"Grk4",6.17333637927348e-19,-2.26056173283747,0.476,0.323,9.24642322887582e-15
"Aida",0.266271488756292,2.26014190093266,0.179,0.228,1
"Gdi1",2.92907041955818e-33,2.26005025529299,0.437,0.205,4.38716167441425e-29
"Atg4c",1.55820687944176e-26,-2.26000550650196,0.401,0.222,2.33388226402787e-22
"Pcnp",1.85009810700703e-06,2.25989604753239,0.23,0.248,0.0277107694467514
"Lage3",1.05774052273717e-22,2.25902439297322,0.109,0.261,1.58428375495573e-18
"Hacd3",2.55093227455359e-08,-2.25823603988157,0.132,0.129,0.000382078636082637
"Arfgap1",6.35926564507335e-75,2.25803072564724,0.376,0.121,9.52490808319087e-71
"Cstf1",2.23820983786699e-14,-2.25790323200501,0.217,0.165,3.35239069515717e-10
"Ralb",3.56456472126261e-69,-2.25767585608399,0.133,0.53,5.33900503950714e-65
"Cnot11",1.00734070386766e-09,2.2576004074826,0.211,0.116,1.50879490625298e-05
"Bean1",2.79172114996833e-10,2.25748357337919,0.135,0.09,4.18143993842256e-06
"Mkrn2",8.49498148306501e-07,2.25671677808672,0.108,0.189,0.0127237832653348
"Tead2",2.52876253367669e-20,2.25580196469984,0.177,0.052,3.78758052294094e-16
"Cep72",1.02356639554288e-06,-2.25487017524464,0.238,0.284,0.0153309774724413
"Lrp1",4.56675091968439e-44,2.2533297458667,0.476,0.264,6.84007952750328e-40
"Ppp2r5e",1.48097109504042e-09,2.25297874815047,0.205,0.194,2.21819850615154e-05
"Gm11273",1.31958318578981e-39,-2.25270600331496,0.06,0.281,1.97647169567598e-35
"Socs4",1.97966828850192e-09,2.25263166984017,0.137,0.27,2.96514716251818e-05
"Ptpmt1",3.3032790229971e-10,-2.25226862692448,0.105,0.277,4.94765132064505e-06
"Phf20l1",2.34329176875768e-14,2.25183975180221,0.413,0.312,3.50978241124525e-10
"Mrps28",0.000657755660690605,2.25113811200233,0.105,0.173,1
"Dnajc25",5.97517386051761e-06,2.25079929063156,0.175,0.168,0.0894961540828328
"Efnb2",6.17902577681212e-36,-2.25040772801187,0.169,0.049,9.2549448085092e-32
"Vamp1",7.09247352393719e-29,-2.24901659369829,0.305,0.216,1.06231068441531e-24
"Hgh1",5.00964434748e-73,-2.24837659747735,0.366,0.112,7.50344530365555e-69
"2310068J16Rik",0.191578469695603,2.24687571154367,0.107,0.118,1
"Dcbld2",1.91997356477123e-83,2.24574782895329,0.403,0.063,2.87573640531435e-79
"Purg",1.00218816991399e-12,2.24494732699109,0.243,0.118,1.50107744089717e-08
"Kifc3",7.7396841829505e-26,-2.24362880912761,0.144,0.345,1.15924989692233e-21
"Axin1",2.66620707862012e-28,-2.24126571126562,0.229,0.441,3.99344496235722e-24
"Creb1",0.696783299540122,2.24077511451625,0.313,0.385,1
"Ap2a1",1.1578860594364e-07,2.24065213008465,0.163,0.219,0.00173428173982383
"Fhit",3.71642908788951e-17,-2.24060035114576,0.145,0.408,5.56646748784091e-13
"Fgfr1op",6.7410795585824e-09,2.23993766218806,0.362,0.268,0.000100967889628447
"Lztr1",4.9196142480088e-24,-2.23901069600551,0.284,0.156,7.36859822066759e-20
"Snrpg",2.39460474488118e-55,2.23878169485783,0.133,0.456,3.58663898688303e-51
"Mad2l2",1.26493298295861e-06,-2.2383607787135,0.073,0.136,0.0189461662187541
"Tram1",3.43841950240645e-10,-2.23793802409905,0.179,0.391,5.15006473070439e-06
"Wrap53",0.000217208940967476,-2.23786844900738,0.133,0.178,1
"Dlg1",3.19423320270722e-07,2.23734520648166,0.175,0.241,0.00478432249101487
"Etnk1",0.00142859144158795,2.23678322893532,0.219,0.308,1
"Zfp229",2.16994588061224e-81,2.23660080142314,0.354,0.094,3.25014493998102e-77
"Zfp994",9.56674611527673e-05,-2.23510771491411,0.216,0.307,1
"Zfp385c",3.77111248751242e-142,2.23454789117047,0.479,0.063,5.6483722837961e-138
"Nup188",1.08876968503845e-05,-2.23421228282908,0.221,0.161,0.163075923425058
"Polr2a",1.02244571681831e-34,-2.23292859304447,0.148,0.442,1.53141919465047e-30
"Nsmaf",0.000122344883310428,2.23155217938182,0.288,0.335,1
"Asb5",1.90374849984186e-29,2.231014846537,0.11,0.014,2.85143450306314e-25
"Zfp316",0.000486185533258167,2.23058266384322,0.343,0.231,1
"Ppm1g",4.89252672314551e-12,2.23017065211431,0.136,0.263,7.32802652592734e-08
"Efhd1",4.15198142031425e-70,2.22921113946482,0.204,0.035,6.21883777134669e-66
"5033430I15Rik",1.53027190209061e-06,2.22906573638287,0.253,0.115,0.0229204125495131
"Gdpd5",2.54194259628024e-86,2.2289195638218,0.343,0.032,3.80732162070855e-82
"Ciapin1",2.76813627825542e-08,2.2288075328743,0.255,0.187,0.000414611451757097
"Sergef",0.0570854410222429,-2.22871599583285,0.17,0.177,1
"Gpd2",5.74454497292888e-11,2.22863410055475,0.102,0.241,8.60417946045288e-07
"Coq10b",0.5034454985584,2.22838224573118,0.23,0.326,1
"Armcx3",5.14589005191404e-12,2.22823684741556,0.19,0.157,7.70751411975685e-08
"Zfp142",1.08139924655962e-25,2.22682364510605,0.402,0.224,1.619719791497e-21
"Pcif1",0.552822523612692,-2.22656618718971,0.187,0.215,1
"Mfn1",1.05507350521706e-41,2.22627380632647,0.437,0.154,1.58028909611411e-37
"CAAA01147332.1",2.49096765837042e-31,-2.22583465040639,0.053,0.25,3.73097135870722e-27
"Bmi1",1.02757053361549e-06,-2.22547304750021,0.121,0.226,0.0153909514524927
"Cacybp",4.47449482827668e-16,-2.22440245970625,0.124,0.327,6.70189835379282e-12
"Zfand1",6.87073504702326e-08,-2.22422578245416,0.258,0.148,0.00102909869534314
"Zfp692",2.87695048174595e-47,2.22344155161293,0.554,0.278,4.30909643155909e-43
"Fundc2",3.76267804978559e-26,-2.22303092103333,0.123,0.327,5.63573918296885e-22
"Drg1",0.00102369987876225,2.22262323358062,0.112,0.236,1
"Rab28",8.63446321230147e-08,2.22260574784168,0.15,0.137,0.00129326989993851
"Gnaq",6.9647415942209e-06,-2.22250510180336,0.21,0.36,0.104317899598241
"Rfxank",3.0502816931019e-21,2.22234944544602,0.357,0.207,4.56871191992802e-17
"Zfp286",1.0167632112158e-63,2.22222998236068,0.204,0.012,1.52290793775902e-59
"Vps52",3.22240419361438e-19,-2.22165653252708,0.083,0.241,4.82651700119563e-15
"Naa40",3.38973905933242e-15,2.21930577533378,0.416,0.339,5.0771511630681e-11
"Sntb2",8.2990312844434e-27,2.21913277057865,0.195,0.094,1.24302890578393e-22
"Angel2",1.13667467094585e-29,2.21873878378818,0.339,0.205,1.7025113221427e-25
"Tbc1d16",3.80529592771194e-05,2.21639145696919,0.22,0.17,0.569957224052695
"Fubp3",1.53333155238754e-07,2.21589598974387,0.222,0.304,0.00229662399916606
"Ccnd2",1.29441061483427e-52,2.21582783729717,0.327,0.132,1.93876821889878e-48
"BC048403",0.0161710639455112,2.2148384741283,0.099,0.191,1
"Sipa1l2",2.02797708588953e-20,2.21482475378812,0.298,0.132,3.03750407924534e-16
"Pkia",5.25968091326356e-49,2.21437177622598,0.229,0.066,7.87795007188616e-45
"Oip5os1",5.40559508728225e-06,2.21288698378556,0.316,0.311,0.0809650032173135
"Rnf26",0.0101201946542837,2.21258426966048,0.101,0.145,1
"Slc2a12",7.53525213105912e-37,2.2123642661396,0.177,0.035,1.12863006419003e-32
"Vps26a",4.92594529229107e-42,-2.21203744417431,0.185,0.48,7.37808085879357e-38
"B3gnt5",0.0732236060212988,2.21119196057016,0.231,0.207,1
"Pdzd11",1.54847062873702e-10,-2.21026141642935,0.096,0.179,2.31929930772231e-06
"Shld2",9.99733920882091e-61,-2.21016911864652,0.448,0.183,1.4974014666972e-56
"Rhou",3.25924078211804e-32,2.20966078533843,0.181,0.04,4.88169084345641e-28
"Tmem198b",4.56224771388766e-64,-2.2095522453513,0.104,0.425,6.83333462586094e-60
"Dennd2a",9.91451769203996e-25,2.20954128943213,0.197,0.29,1.48499645991375e-20
"Me3",9.52630312291433e-102,2.20885869735006,0.3,0.014,1.42684968175011e-97
"Zswim1",4.85694993675553e-40,2.20874530453569,0.17,0.051,7.27473961527244e-36
"B230216N24Rik",4.43854868790589e-107,2.20874131025853,0.415,0.046,6.64805822474544e-103
"Pqlc1",8.16259929792452e-11,-2.20856905048144,0.332,0.256,1.22259412284313e-06
"Vwa3b",0.727998459361837,2.20718821882482,0.113,0.092,1
"AU022252",9.89280995677116e-55,2.20674158988771,0.328,0.104,1.48174507532518e-50
"Mfn2",4.7362356066956e-19,2.2065977509323,0.21,0.115,7.09393369170866e-15
"Sh3pxd2a",2.80834735662326e-103,2.20615666696692,0.403,0.092,4.20634267075032e-99
"Trim33",0.130686851820598,2.20469980006619,0.21,0.217,1
"Gm9993",0.00022696383702776,2.20426112261289,0.418,0.419,1
"Gpi1",0.00174370714740363,-2.20401438386385,0.241,0.4,1
"Ppox",0.440352372184656,-2.20348751931164,0.27,0.259,1
"Pgm2",1.78440172886578e-32,-2.20336348028579,0.091,0.318,2.67267690949517e-28
"Trappc11",0.00669433163981529,2.20227347977266,0.231,0.267,1
"Wdr12",5.89253878400657e-07,-2.20047537918085,0.293,0.207,0.00882584459068505
"Kbtbd13",3.25501164071905e-26,2.20006042884142,0.286,0.179,4.87535643546899e-22
"Pcbd1",6.24195980025416e-81,-2.19799223383463,0.052,0.244,9.34920738882068e-77
"Alg13",2.91251678612618e-26,-2.19778043290394,0.24,0.385,4.36236764225979e-22
"Mettl1",4.15592705191427e-08,2.19688089926842,0.161,0.101,0.000622474753835719
"Timm8b",7.52757561846751e-33,2.19634612000462,0.126,0.312,1.12748027613406e-28
"Dock5",1.17228637249485e-34,-2.19609539196806,0.295,0.133,1.75585052872279e-30
"Flnb",5.67542046892581e-18,-2.19582632019598,0.229,0.162,8.50064477835708e-14
"Mblac2",4.34088850781512e-89,2.19545920905055,0.34,0.08,6.50178280700549e-85
"9230111E07Rik",5.38386730028503e-13,-2.19467828720203,0.19,0.347,8.06395644236692e-09
"Rlf",1.32531297092066e-18,2.19398271007425,0.365,0.208,1.98505376784496e-14
"Tmem42",2.5134676620357e-07,2.19267831600422,0.104,0.086,0.00376467186419707
"Setd1a",1.84789891097764e-05,-2.19121259118145,0.197,0.316,0.276778298886231
"Ciao1",0.234378892595151,2.19070051887824,0.107,0.137,1
"Usp12",2.87580525507796e-29,-2.18988236092965,0.447,0.287,4.30738111105576e-25
"Erf",0.569822462132382,2.18861054913642,0.265,0.277,1
"Trim11",3.04548006992169e-33,2.18829935760344,0.473,0.232,4.5615200487287e-29
"Lsm8",0.976756654681759,2.1877860820685,0.118,0.195,1
"Gm15562",9.41896816441819e-114,2.18731889087372,0.428,0.043,1.41077305166656e-109
"Tbc1d5",2.51358121406476e-14,-2.18729941291041,0.32,0.481,3.76484194242619e-10
"1300014J16Rik",1.88362868858285e-31,-2.1872903475953,0.056,0.3,2.82129904975939e-27
"Wbp1l",2.60360426444902e-18,2.18685439258327,0.178,0.345,3.89967846729174e-14
"Slc19a2",1.47481027094618e-19,2.18652500369801,0.188,0.353,2.20897082382319e-15
"Cul5",5.68253414043141e-09,2.1858450753635,0.222,0.176,8.51129963553817e-05
"Sp3",0.000772062193255691,-2.18583276607008,0.234,0.388,1
"Cep78",2.14248588434821e-46,2.18526763286074,0.334,0.192,3.20901535757675e-42
"Gm16153",1.80160478055402e-115,2.1842319397127,0.299,0.052,2.69844364031381e-111
"Map3k5",3.84608260048732e-07,2.18390967413682,0.225,0.192,0.00576066251900991
"Rasa4",5.46999952028904e-23,-2.18331388902896,0.347,0.561,8.19296528148892e-19
"B4galt4",0.942070078421199,2.18299936322972,0.194,0.17,1
"Zfp946",1.29519503871254e-22,2.18179003701826,0.376,0.175,1.93994312898365e-18
"Smpd1",2.02011386291066e-12,2.1812710179165,0.131,0.111,3.02572654386758e-08
"Lysmd3",2.67897246539656e-13,2.18081013053604,0.306,0.194,4.01256495867097e-09
"Pyroxd2",2.24473170913381e-25,-2.18079946715731,0.385,0.208,3.36215915394062e-21
"E2f5",3.21080184132969e-07,-2.18040775714151,0.168,0.111,0.00480913899794361
"Nle1",3.13072209160833e-105,2.18009476457351,0.44,0.07,4.68919554881096e-101
"Zswim4",2.99723746628551e-87,-2.18008589712571,0.168,0.559,4.48926227700244e-83
"Prrg1",3.44614376919825e-55,2.17948022466092,0.218,0.036,5.16163413750514e-51
"Nrde2",0.00660757803493867,2.17940596546981,0.183,0.184,1
"Cnot8",4.04408591729783e-14,2.1782712701327,0.205,0.344,6.05723188692869e-10
"Gtf3c4",0.565206816460588,2.17716075730176,0.142,0.159,1
"Glrx5",7.52973422443416e-25,2.17711367580141,0.106,0.265,1.12780359213575e-20
"Polr1a",8.34780150058736e-06,-2.1770854434607,0.269,0.339,0.125033370875797
"Tufm",6.97476897579369e-86,2.17689026866934,0.099,0.416,1.04468089719438e-81
"Pias4",0.0247921142704707,-2.17509571014467,0.355,0.341,1
"Zdhhc9",5.48577661738841e-42,-2.17500852183026,0.158,0.464,8.21659621752436e-38
"Pstk",8.09146571812764e-12,2.17496483751409,0.176,0.106,1.21193973526116e-07
"Pla2g12a",0.118502999600236,2.17480260980381,0.202,0.227,1
"Stn1",0.00594971244394868,2.17424029066121,0.087,0.169,1
"Lzic",0.527098397981975,2.17301896168613,0.203,0.179,1
"Rad54l2",4.87144802540861e-05,2.17202698754104,0.274,0.226,0.729645485245702
"Rrp9",3.21517452833499e-05,2.17100710386961,0.104,0.199,0.481568840854015
"Map2k1",1.89911271607365e-30,-2.17056132801099,0.119,0.385,2.84449102613511e-26
"Eif4b",0.0596033523750599,-2.17051260652344,0.238,0.405,1
"Edc3",3.46990560495365e-30,2.17000243619936,0.13,0.325,5.19722461509958e-26
"Dnajc21",0.000440467344581051,2.16966455579198,0.139,0.177,1
"Lrp6",0.000275572902479965,-2.16960968576386,0.325,0.398,1
"Dnajc4",1.55363699434769e-06,2.16945563026559,0.089,0.131,0.0232703749013397
"Poc1a",3.58752319500443e-28,-2.16796159501271,0.137,0.358,5.37339224147763e-24
"Bicd2",9.51022771782611e-08,-2.16761831819113,0.242,0.211,0.00142444190757599
"Mthfd2l",0.00432199658698019,2.16642285280054,0.192,0.208,1
"Rnmt",9.27090248585516e-09,-2.16587547758519,0.173,0.248,0.000138859577433139
"Farp2",1.09548972771122e-37,2.16515577860548,0.246,0.065,1.64082451416587e-33
"Tm7sf2",4.64696868125155e-09,-2.16501551544096,0.19,0.179,6.96022969077857e-05
"Maea",0.893948935535314,2.16482877372826,0.187,0.228,1
"Wdr36",6.6973319275316e-09,-2.16468355897071,0.204,0.333,0.000100312637610568
"Recql4",0.0972510161110851,-2.16457829190216,0.124,0.265,1
"Ube3b",3.69804945733448e-32,-2.1636199156728,0.183,0.399,5.53893847719558e-28
"Gm12166",2.26768410790145e-30,-2.16298466702966,0.018,0.197,3.39653725681479e-26
"Zfp131",1.834652246444e-07,2.16276888212507,0.154,0.294,0.00274794213472383
"Phlpp2",2.03481965851384e-36,2.16264417435895,0.433,0.167,3.04775288452203e-32
"Aimp1",1.19729597721454e-10,2.16237185645549,0.146,0.281,1.79330991467194e-06
"1700094D03Rik",9.18022531939936e-50,2.16232546656886,0.499,0.29,1.37501414833964e-45
"Cask",0.00583997918311792,-2.16160184577276,0.131,0.219,1
"Acbd5",0.067031731251856,2.16157843952215,0.205,0.256,1
"Abhd13",1.09613072688582e-11,2.16087921650777,0.353,0.215,1.64178460272958e-07
"Itpk1",2.12860809077992e-11,2.16008070650882,0.299,0.243,3.18822919837016e-07
"Zscan26",2.18035990391679e-06,2.15957221449816,0.297,0.246,0.0326574306408657
"Rpa1",0.00258496221561844,-2.15902426357797,0.208,0.199,1
"Slc25a35",3.4629788889397e-13,-2.15754548144719,0.17,0.076,5.18684977985389e-09
"Edil3",3.09873929048499e-28,2.15732946102742,0.028,0.174,4.64129170928841e-24
"Ugp2",1.17654902223808e-08,2.15679623259065,0.167,0.177,0.000176223512550819
"Pacc1",3.00641590709049e-08,-2.15656120832211,0.282,0.318,0.000450300974564013
"Pign",5.21487666775464e-07,-2.15626628477075,0.227,0.299,0.00781084227296291
"Rnf144b",0.000166028702981282,2.15608461877272,0.222,0.322,1
"Ube2l3",7.4490080473163e-36,-2.15435327132501,0.138,0.471,1.11571242532704e-31
"Sh3pxd2b",0.0470662040760905,-2.15415970452929,0.272,0.304,1
"Map11",2.66294394932255e-05,-2.15413594012859,0.303,0.34,0.398855744729532
"Nat10",5.07779390922661e-21,2.15394491950257,0.318,0.15,7.60551971723962e-17
"Fgf14",4.15444847210783e-133,2.15343680959593,0.422,0.022,6.22253292152311e-129
"Ccs",0.182919968666707,2.15307971873496,0.153,0.205,1
"Ythdf2",5.87132724947369e-12,-2.15279113844062,0.131,0.292,8.79407395426169e-08
"Donson",9.50807555987225e-17,-2.15233477681714,0.128,0.302,1.42411955735767e-12
"Nsd3",0.00332212718167055,-2.1520236789282,0.405,0.424,1
"Ggnbp2",0.000363613997761278,2.15181513138701,0.265,0.338,1
"Mroh1",0.000802534432484618,2.15165981946748,0.22,0.19,1
"Car3",1.94886387207582e-56,-2.15112823261834,0.082,0.243,2.91900830759516e-52
"Cdc37l1",3.78290684852676e-54,2.15085893803905,0.465,0.212,5.66603787772338e-50
"Fcrl1",2.98132265990987e-26,-2.15076961329882,0.096,0.216,4.46542508001301e-22
"Cdyl",6.13908304253951e-08,-2.15073924481472,0.174,0.134,0.000919511858111567
"Golt1b",0.00597752514198554,2.15036153876309,0.115,0.159,1
"Dolk",6.34616840695541e-16,2.14988543122734,0.347,0.199,9.50529103993781e-12
"Dbn1",3.70277916806663e-13,-2.14940265484019,0.121,0.046,5.5460226379302e-09
"Efna4",1.64853837388099e-128,2.14903947799172,0.407,0.049,2.46918077639894e-124
"Rc3h1",0.00545943483455216,-2.14895523803472,0.313,0.284,1
"Casp2",1.6451428190381e-06,-2.14880825101714,0.245,0.173,0.0246409491435527
"Ftsj1",3.44553010034361e-21,-2.14876060547949,0.263,0.142,5.16071498429466e-17
"E330009J07Rik",0.00670196176176928,2.14845767099101,0.178,0.216,1
"Pin1",1.50715248065097e-12,-2.14786139675619,0.105,0.233,2.25741298551902e-08
"Gm12981",1.10154615639722e-07,-2.14776657020656,0.222,0.17,0.00164989583305175
"Ubfd1",2.0068613388126e-06,2.14661216878232,0.229,0.16,0.0300587691327351
"Ubr2",0.000174816372361749,2.14651306068364,0.283,0.287,1
"1500015A07Rik",1.38580513405258e-155,-2.14593340573933,0.09,0.58,2.07565892978396e-151
"1110008P14Rik",1.67544102727168e-12,-2.14453114514976,0.066,0.206,2.50947557064753e-08
"Ehmt2",0.0313827522467974,-2.14428338460008,0.231,0.323,1
"Cct3",0.000315981411672815,-2.14337045263208,0.163,0.337,1
"Noa1",5.85796498458094e-08,2.14330411049592,0.075,0.193,0.000877405995390534
"Lpar6",4.61590905667954e-05,2.14326918755455,0.143,0.204,0.691370858509462
"A430093F15Rik",5.40740665613049e-41,-2.14320614976554,0.403,0.132,8.09921368955224e-37
"Rmdn2",1.5824015503483e-30,2.14309354759126,0.168,0.039,2.37012104211169e-26
"Qsox2",2.68212092208448e-67,2.14178993670058,0.368,0.076,4.01728071709813e-63
"1110035H17Rik",6.34602669598051e-05,2.1412839289575,0.281,0.289,0.950507878523961
"Med19",1.28832588447821e-13,-2.14041881755267,0.046,0.17,1.92965450977147e-09
"Herc6",2.67418417357873e-07,-2.14034389297454,0.234,0.393,0.00400539305518622
"Tsen15",0.000909348774196406,2.13903383160798,0.145,0.121,1
"Golga7",2.81599717531506e-13,-2.13824560077669,0.222,0.408,4.2178005691869e-09
